date,weightclass,fighter,rank
2026-07-29,Women's Bantamweight,Mizuki,15
2026-07-29,Women's Featherweight,Valentina Shevchenko,0
2026-07-29,Women's Featherweight,Natalia Silva,1
2026-07-29,Women's Featherweight,Manon Fiorot,2
2026-07-29,Women's Featherweight,Alexa Grasso,3
2026-07-29,Women's Featherweight,Erin Blanchfield,4
2026-07-29,Women's Featherweight,Rose Namajunas,5
2026-07-29,Women's Featherweight,Maycee Barber,6
2026-07-29,Women's Featherweight,Jasmine Jasudavicius,7
2026-07-29,Women's Featherweight,Wang Cong,8
2026-07-29,Women's Featherweight,Tracy Cortez,9
2026-07-29,Women's Featherweight,Miranda Maverick,10
2026-07-29,Women's Featherweight,Karine Silva,11
2026-07-29,Women's Featherweight,Casey O'Neill,12
2026-07-29,Women's Featherweight,Eduarda Moura,13
2026-07-29,Women's Featherweight,JJ Aldrich,14
2026-07-29,Women's Featherweight,Gabriella Fernandes,15
2026-07-29,Pound-for-Pound,Kayla Harrison,0
2026-07-29,Pound-for-Pound,Julianna Peña,1
2026-07-29,Pound-for-Pound,Raquel Pennington,2
2026-07-29,Pound-for-Pound,Joselyne Edwards,3
2026-07-29,Pound-for-Pound,Norma Dumont,4
2026-07-29,Pound-for-Pound,Ailin Perez,5
2026-07-29,Pound-for-Pound,Yana Santos,6
2026-07-29,Pound-for-Pound,Luana Santos,7
2026-07-29,Pound-for-Pound,Macy Chiasson,8
2026-07-29,Pound-for-Pound,Jacqueline Cavalcanti,9
2026-07-29,Pound-for-Pound,Karol Rosa,10
2026-07-29,Pound-for-Pound,Bia Mesquita,11
2026-07-29,Pound-for-Pound,Michelle Montague,12
2026-07-29,Pound-for-Pound,Nora Cornolle,13
2026-07-29,Pound-for-Pound,Miesha Tate,14
2026-07-29,Pound-for-Pound,Melissa Croden,15
2026-07-29,Women's Pound-for-Pound,Joshua Van,0
2026-07-29,Women's Pound-for-Pound,Alexandre Pantoja,1
2026-07-29,Women's Pound-for-Pound,Manel Kape,2
2026-07-29,Women's Pound-for-Pound,Brandon Royval,3
2026-07-29,Women's Pound-for-Pound,Tatsuro Taira,4
2026-07-29,Women's Pound-for-Pound,Asu Almabayev,5
2026-07-29,Women's Pound-for-Pound,Lone’er Kavanagh,6
2026-07-29,Women's Pound-for-Pound,Ramazan Temirov,7
2026-07-29,Women's Pound-for-Pound,Kyoji Horiguchi,8
2026-07-29,Women's Pound-for-Pound,Amir Albazi,9
2026-07-29,Women's Pound-for-Pound,Brandon Moreno,10
2026-07-29,Women's Pound-for-Pound,Kevin Borjas,11
2026-07-29,Women's Pound-for-Pound,Mitch Raposo,12
2026-07-29,Women's Pound-for-Pound,Sumudaerji,13
2026-07-29,Women's Pound-for-Pound,Alessandro Costa,14
2026-07-29,Women's Pound-for-Pound,Alex Perez,15
2026-08-05,Flyweight,Islam Makhachev,0
2026-08-05,Flyweight,Islam Makhachev,1
2026-08-05,Flyweight,Alexander Volkanovski,2
2026-08-05,Flyweight,Petr Yan,3
2026-08-05,Flyweight,Justin Gaethje,4
2026-08-05,Flyweight,Ilia Topuria,5
2026-08-05,Flyweight,Tom Aspinall,6
2026-08-05,Flyweight,Sean Strickland,7
2026-08-05,Flyweight,Merab Dvalishvili,8
2026-08-05,Flyweight,Alex Pereira,9
2026-08-05,Flyweight,Ciryl Gane,10
2026-08-05,Flyweight,Joshua Van,11
2026-08-05,Flyweight,Khamzat Chimaev,12
2026-08-05,Flyweight,Alexandre Pantoja,13
2026-08-05,Flyweight,Arman Tsarukyan,14
2026-08-05,Flyweight,Charles Oliveira,15
2026-08-05,Bantamweight,Joshua Van,0
2026-08-05,Bantamweight,Alexandre Pantoja,1
2026-08-05,Bantamweight,Manel Kape,2
2026-08-05,Bantamweight,Brandon Royval,3
2026-08-05,Bantamweight,Tatsuro Taira,4
2026-08-05,Bantamweight,Kyoji Horiguchi,5
2026-08-05,Bantamweight,Lone’er Kavanagh,6
2026-08-05,Bantamweight,Asu Almabayev,7
2026-08-05,Bantamweight,Brandon Moreno,8
2026-08-05,Bantamweight,Amir Albazi,9
2026-08-05,Bantamweight,Ramazan Temirov,10
2026-08-05,Bantamweight,Alex Perez,11
2026-08-05,Bantamweight,Steve Erceg,12
2026-08-05,Bantamweight,Tim Elliott,13
2026-08-05,Bantamweight,Tagir Ulanbekov,14
2026-08-05,Bantamweight,Edgar Chairez,15
2026-08-05,Featherweight,Petr Yan,0
2026-08-05,Featherweight,Merab Dvalishvili,1
2026-08-05,Featherweight,Sean O'Malley,2
2026-08-05,Featherweight,Umar Nurmagomedov,3
2026-08-05,Featherweight,Mario Bautista,4
2026-08-05,Featherweight,Cory Sandhagen,5
2026-08-05,Featherweight,Song Yadong,6
2026-08-05,Featherweight,Aiemann Zahabi,7
2026-08-05,Featherweight,David Martinez,8
2026-08-05,Featherweight,Deiveson Figueiredo,9
2026-08-05,Featherweight,Marlon Vera,10
2026-08-05,Featherweight,Payton Talbott,11
2026-08-05,Featherweight,Raul Rosas Jr.,12
2026-08-05,Featherweight,Raoni Barcelos,13
2026-08-05,Featherweight,Farid Basharat,14
2026-08-05,Featherweight,Marcus McGhee,15
2026-08-05,Lightweight,Alexander Volkanovski,0
2026-08-05,Lightweight,Movsar Evloev,1
2026-08-05,Lightweight,Diego Lopes,2
2026-08-05,Lightweight,Lerone Murphy,3
2026-08-05,Lightweight,Aljamain Sterling,4
2026-08-05,Lightweight,Yair Rodriguez,5
2026-08-05,Lightweight,Jean Silva,6
2026-08-05,Lightweight,Arnold Allen,7
2026-08-05,Lightweight,Youssef Zalal,8
2026-08-05,Lightweight,Kevin Vallejos,9
2026-08-05,Lightweight,Steve Garcia,10
2026-08-05,Lightweight,Brian Ortega,11
2026-08-05,Lightweight,Aaron Pico,12
2026-08-05,Lightweight,Melquizael Costa,13
2026-08-05,Lightweight,David Onama,14
2026-08-05,Lightweight,Patricio Pitbull,15
2026-08-05,Welterweight,Justin Gaethje,0
2026-08-05,Welterweight,Ilia Topuria,1
2026-08-05,Welterweight,Arman Tsarukyan,2
2026-08-05,Welterweight,Charles Oliveira,3
2026-08-05,Welterweight,Max Holloway,4
2026-08-05,Welterweight,Paddy Pimblett,5
2026-08-05,Welterweight,Benoît Saint Denis,6
2026-08-05,Welterweight,Mauricio Ruffy,7
2026-08-05,Welterweight,Mateusz Gamrot,8
2026-08-05,Welterweight,Dan Hooker,9
2026-08-05,Welterweight,Renato Moicano,10
2026-08-05,Welterweight,Rafael Fiziev,11
2026-08-05,Welterweight,Quillan Salkilld,12
2026-08-05,Welterweight,Tom Nolan,13
2026-08-05,Welterweight,Beneil Dariush,14
2026-08-05,Welterweight,Manuel Torres,15
2026-08-05,Middleweight,Islam Makhachev,0
2026-08-05,Middleweight,Ian Machado Garry,1
2026-08-05,Middleweight,Carlos Prates,2
2026-08-05,Middleweight,Michael Morales,3
2026-08-05,Middleweight,Jack Della Maddalena,4
2026-08-05,Middleweight,Gabriel Bonfim,5
2026-08-05,Middleweight,Sean Brady,6
2026-08-05,Middleweight,Belal Muhammad,7
2026-08-05,Middleweight,Leon Edwards,8
2026-08-05,Middleweight,Kamaru Usman,9
2026-08-05,Middleweight,Joaquin Buckley,10
2026-08-05,Middleweight,Yaroslav Amosov,11
2026-08-05,Middleweight,Uroš Medić,12
2026-08-05,Middleweight,Mike Malott,13
2026-08-05,Middleweight,Michael Venom Page,14
2026-08-05,Middleweight,Daniel Rodriguez,15
2026-08-05,Light Heavyweight,Sean Strickland,0
2026-08-05,Light Heavyweight,Khamzat Chimaev,1
2026-08-05,Light Heavyweight,Dricus Du Plessis,2
2026-08-05,Light Heavyweight,Nassourdine Imavov,3
2026-08-05,Light Heavyweight,Brendan Allen,4
2026-08-05,Light Heavyweight,Caio Borralho,5
2026-08-05,Light Heavyweight,Anthony Hernandez,6
2026-08-05,Light Heavyweight,Joe Pyfer,7
2026-08-05,Light Heavyweight,Israel Adesanya,8
2026-08-05,Light Heavyweight,Reinier de Ridder,9
2026-08-05,Light Heavyweight,Christian Leroy Duncan,10
2026-08-05,Light Heavyweight,Gregory Rodrigues,11
2026-08-05,Light Heavyweight,Jared Cannonier,12
2026-08-05,Light Heavyweight,Ikram Aliskerov,13
2026-08-05,Light Heavyweight,Bo Nickal,14
2026-08-05,Light Heavyweight,Roman Dolidze,15
2026-08-05,Heavyweight,Carlos Ulberg,0
2026-08-05,Heavyweight,Magomed Ankalaev,1
2026-08-05,Heavyweight,Jiří Procházka,2
2026-08-05,Heavyweight,Alex Pereira,3
2026-08-05,Heavyweight,Khalil Rountree Jr.,4
2026-08-05,Heavyweight,Navajo Stirling,5
2026-08-05,Heavyweight,Paulo Costa,6
2026-08-05,Heavyweight,Jamahal Hill,7
2026-08-05,Heavyweight,Azamat Murzakanov,8
2026-08-05,Heavyweight,Jan Błachowicz,9
2026-08-05,Heavyweight,Dominick Reyes,10
2026-08-05,Heavyweight,Bogdan Guskov,11
2026-08-05,Heavyweight,Robert Whittaker,12
2026-08-05,Heavyweight,Johnny Walker,13
2026-08-05,Heavyweight,Alonzo Menifield,14
2026-08-05,Heavyweight,Nikita Krylov,15
2026-08-05,Women's Strawweight,Tom Aspinall,0
2026-08-05,Women's Strawweight,Ciryl Gane,1
2026-08-05,Women's Strawweight,Alexander Volkov,2
2026-08-05,Women's Strawweight,Sergei Pavlovich,3
2026-08-05,Women's Strawweight,Josh Hokit,4
2026-08-05,Women's Strawweight,Waldo Cortes Acosta,5
2026-08-05,Women's Strawweight,Serghei Spivac,6
2026-08-05,Women's Strawweight,Curtis Blaydes,7
2026-08-05,Women's Strawweight,Rizvan Kuniev,8
2026-08-05,Women's Strawweight,Ante Delija,9
2026-08-05,Women's Strawweight,Valter Walker,10
2026-08-05,Women's Strawweight,Aleksandar Rakić,11
2026-08-05,Women's Strawweight,Tyrell Fortune,11
2026-08-05,Women's Strawweight,Derrick Lewis,13
2026-08-05,Women's Strawweight,Marcin Tybura,14
2026-08-05,Women's Strawweight,Brando Peričić,15
2026-08-05,Women's Flyweight,Valentina Shevchenko,0
2026-08-05,Women's Flyweight,Valentina Shevchenko,1
2026-08-05,Women's Flyweight,Kayla Harrison,2
2026-08-05,Women's Flyweight,Zhang Weili,3
2026-08-05,Women's Flyweight,Natalia Silva,4
2026-08-05,Women's Flyweight,Manon Fiorot,5
2026-08-05,Women's Flyweight,Mackenzie Dern,6
2026-08-05,Women's Flyweight,Alexa Grasso,7
2026-08-05,Women's Flyweight,Erin Blanchfield,8
2026-08-05,Women's Flyweight,Julianna Peña,9
2026-08-05,Women's Flyweight,Tatiana Suarez,10
2026-08-05,Women's Flyweight,Virna Jandiroba,11
2026-08-05,Women's Flyweight,Yan Xiaonan,12
2026-08-05,Women's Flyweight,Raquel Pennington,13
2026-08-05,Women's Flyweight,Rose Namajunas,14
2026-08-05,Women's Flyweight,Maycee Barber,15
2026-08-05,Women's Bantamweight,Mackenzie Dern,0
2026-08-05,Women's Bantamweight,Zhang Weili,1
2026-08-05,Women's Bantamweight,Tatiana Suarez,2
2026-08-05,Women's Bantamweight,Virna Jandiroba,3
2026-08-05,Women's Bantamweight,Yan Xiaonan,4
2026-08-05,Women's Bantamweight,Gillian Robertson,5
2026-08-05,Women's Bantamweight,Fatima Kline,6
2026-08-05,Women's Bantamweight,Loopy Godinez,7
2026-08-05,Women's Bantamweight,Amanda Lemos,8
2026-08-05,Women's Bantamweight,Jéssica Andrade,9
2026-08-05,Women's Bantamweight,Tabatha Ricci,10
2026-08-05,Women's Bantamweight,Amanda Ribas,11
2026-08-05,Women's Bantamweight,Alexia Thainara,12
2026-08-05,Women's Bantamweight,Denise Gomes,13
2026-08-05,Women's Bantamweight,Angela Hill,14
2026-08-05,Women's Bantamweight,Mizuki,15
2026-08-05,Women's Featherweight,Valentina Shevchenko,0
2026-08-05,Women's Featherweight,Natalia Silva,1
2026-08-05,Women's Featherweight,Manon Fiorot,2
2026-08-05,Women's Featherweight,Alexa Grasso,3
2026-08-05,Women's Featherweight,Erin Blanchfield,4
2026-08-05,Women's Featherweight,Rose Namajunas,5
2026-08-05,Women's Featherweight,Maycee Barber,6
2026-08-05,Women's Featherweight,Jasmine Jasudavicius,7
2026-08-05,Women's Featherweight,Wang Cong,8
2026-08-05,Women's Featherweight,Tracy Cortez,9
2026-08-05,Women's Featherweight,Miranda Maverick,10
2026-08-05,Women's Featherweight,Karine Silva,11
2026-08-05,Women's Featherweight,Casey O'Neill,12
2026-08-05,Women's Featherweight,Eduarda Moura,13
2026-08-05,Women's Featherweight,JJ Aldrich,14
2026-08-05,Women's Featherweight,Gabriella Fernandes,15
2026-08-05,Pound-for-Pound,Kayla Harrison,0
2026-08-05,Pound-for-Pound,Julianna Peña,1
2026-08-05,Pound-for-Pound,Raquel Pennington,2
2026-08-05,Pound-for-Pound,Joselyne Edwards,3
2026-08-05,Pound-for-Pound,Norma Dumont,4
2026-08-05,Pound-for-Pound,Ailin Perez,5
2026-08-05,Pound-for-Pound,Yana Santos,6
2026-08-05,Pound-for-Pound,Luana Santos,7
2026-08-05,Pound-for-Pound,Macy Chiasson,8
2026-08-05,Pound-for-Pound,Jacqueline Cavalcanti,9
2026-08-05,Pound-for-Pound,Karol Rosa,10
2026-08-05,Pound-for-Pound,Bia Mesquita,11
2026-08-05,Pound-for-Pound,Michelle Montague,12
2026-08-05,Pound-for-Pound,Nora Cornolle,13
2026-08-05,Pound-for-Pound,Miesha Tate,14
2026-08-05,Pound-for-Pound,Melissa Croden,15
2026-08-05,Women's Pound-for-Pound,Joshua Van,0
2026-08-05,Women's Pound-for-Pound,Alexandre Pantoja,1
2026-08-05,Women's Pound-for-Pound,Manel Kape,2
2026-08-05,Women's Pound-for-Pound,Brandon Royval,3
2026-08-05,Women's Pound-for-Pound,Tatsuro Taira,4
2026-08-05,Women's Pound-for-Pound,Asu Almabayev,5
2026-08-05,Women's Pound-for-Pound,Lone’er Kavanagh,6
2026-08-05,Women's Pound-for-Pound,Ramazan Temirov,7
2026-08-05,Women's Pound-for-Pound,Kyoji Horiguchi,8
2026-08-05,Women's Pound-for-Pound,Amir Albazi,9
2026-08-05,Women's Pound-for-Pound,Brandon Moreno,10
2026-08-05,Women's Pound-for-Pound,Kevin Borjas,11
2026-08-05,Women's Pound-for-Pound,Mitch Raposo,12
2026-08-05,Women's Pound-for-Pound,Sumudaerji,13
2026-08-05,Women's Pound-for-Pound,Alessandro Costa,14
2026-08-05,Women's Pound-for-Pound,Alex Perez,15
2026-08-12,Flyweight,Islam Makhachev,0
2026-08-12,Flyweight,Islam Makhachev,1
2026-08-12,Flyweight,Alexander Volkanovski,2
2026-08-12,Flyweight,Petr Yan,3
2026-08-12,Flyweight,Justin Gaethje,4
2026-08-12,Flyweight,Ilia Topuria,5
2026-08-12,Flyweight,Tom Aspinall,6
2026-08-12,Flyweight,Sean Strickland,7
2026-08-12,Flyweight,Merab Dvalishvili,8
2026-08-12,Flyweight,Alex Pereira,9
2026-08-12,Flyweight,Ciryl Gane,10
2026-08-12,Flyweight,Joshua Van,11
2026-08-12,Flyweight,Khamzat Chimaev,12
2026-08-12,Flyweight,Alexandre Pantoja,13
2026-08-12,Flyweight,Arman Tsarukyan,14
2026-08-12,Flyweight,Charles Oliveira,15
2026-08-12,Bantamweight,Joshua Van,0
2026-08-12,Bantamweight,Alexandre Pantoja,1
2026-08-12,Bantamweight,Manel Kape,2
2026-08-12,Bantamweight,Brandon Royval,3
2026-08-12,Bantamweight,Tatsuro Taira,4
2026-08-12,Bantamweight,Kyoji Horiguchi,5
2026-08-12,Bantamweight,Lone’er Kavanagh,6
2026-08-12,Bantamweight,Asu Almabayev,7
2026-08-12,Bantamweight,Brandon Moreno,8
2026-08-12,Bantamweight,Amir Albazi,9
2026-08-12,Bantamweight,Ramazan Temirov,10
2026-08-12,Bantamweight,Alex Perez,11
2026-08-12,Bantamweight,Steve Erceg,12
2026-08-12,Bantamweight,Tim Elliott,13
2026-08-12,Bantamweight,Tagir Ulanbekov,14
2026-08-12,Bantamweight,Edgar Chairez,15
2026-08-12,Featherweight,Petr Yan,0
2026-08-12,Featherweight,Merab Dvalishvili,1
2026-08-12,Featherweight,Sean O'Malley,2
2026-08-12,Featherweight,Umar Nurmagomedov,3
2026-08-12,Featherweight,Mario Bautista,4
2026-08-12,Featherweight,Cory Sandhagen,5
2026-08-12,Featherweight,Song Yadong,6
2026-08-12,Featherweight,Aiemann Zahabi,7
2026-08-12,Featherweight,David Martinez,8
2026-08-12,Featherweight,Deiveson Figueiredo,9
2026-08-12,Featherweight,Marlon Vera,10
2026-08-12,Featherweight,Payton Talbott,11
2026-08-12,Featherweight,Raul Rosas Jr.,12
2026-08-12,Featherweight,Raoni Barcelos,13
2026-08-12,Featherweight,Farid Basharat,14
2026-08-12,Featherweight,Marcus McGhee,15
2026-08-12,Lightweight,Alexander Volkanovski,0
2026-08-12,Lightweight,Movsar Evloev,1
2026-08-12,Lightweight,Diego Lopes,2
2026-08-12,Lightweight,Lerone Murphy,3
2026-08-12,Lightweight,Aljamain Sterling,4
2026-08-12,Lightweight,Yair Rodriguez,5
2026-08-12,Lightweight,Jean Silva,6
2026-08-12,Lightweight,Arnold Allen,7
2026-08-12,Lightweight,Youssef Zalal,8
2026-08-12,Lightweight,Kevin Vallejos,9
2026-08-12,Lightweight,Steve Garcia,10
2026-08-12,Lightweight,Brian Ortega,11
2026-08-12,Lightweight,Aaron Pico,12
2026-08-12,Lightweight,Melquizael Costa,13
2026-08-12,Lightweight,David Onama,14
2026-08-12,Lightweight,Patricio Pitbull,15
2026-08-12,Welterweight,Justin Gaethje,0
2026-08-12,Welterweight,Ilia Topuria,1
2026-08-12,Welterweight,Arman Tsarukyan,2
2026-08-12,Welterweight,Charles Oliveira,3
2026-08-12,Welterweight,Max Holloway,4
2026-08-12,Welterweight,Paddy Pimblett,5
2026-08-12,Welterweight,Benoît Saint Denis,6
2026-08-12,Welterweight,Mauricio Ruffy,7
2026-08-12,Welterweight,Quillan Salkilld,8
2026-08-12,Welterweight,Mateusz Gamrot,9
2026-08-12,Welterweight,Dan Hooker,10
2026-08-12,Welterweight,Renato Moicano,11
2026-08-12,Welterweight,Rafael Fiziev,12
2026-08-12,Welterweight,Tom Nolan,13
2026-08-12,Welterweight,Beneil Dariush,14
2026-08-12,Welterweight,Manuel Torres,15
2026-08-12,Middleweight,Islam Makhachev,0
2026-08-12,Middleweight,Ian Machado Garry,1
2026-08-12,Middleweight,Carlos Prates,2
2026-08-12,Middleweight,Michael Morales,3
2026-08-12,Middleweight,Jack Della Maddalena,4
2026-08-12,Middleweight,Gabriel Bonfim,5
2026-08-12,Middleweight,Sean Brady,6
2026-08-12,Middleweight,Belal Muhammad,7
2026-08-12,Middleweight,Leon Edwards,8
2026-08-12,Middleweight,Kamaru Usman,9
2026-08-12,Middleweight,Joaquin Buckley,10
2026-08-12,Middleweight,Yaroslav Amosov,11
2026-08-12,Middleweight,Uroš Medić,12
2026-08-12,Middleweight,Mike Malott,13
2026-08-12,Middleweight,Michael Venom Page,14
2026-08-12,Middleweight,Daniel Rodriguez,15
2026-08-12,Light Heavyweight,Sean Strickland,0
2026-08-12,Light Heavyweight,Khamzat Chimaev,1
2026-08-12,Light Heavyweight,Dricus Du Plessis,2
2026-08-12,Light Heavyweight,Nassourdine Imavov,3
2026-08-12,Light Heavyweight,Brendan Allen,4
2026-08-12,Light Heavyweight,Caio Borralho,5
2026-08-12,Light Heavyweight,Anthony Hernandez,6
2026-08-12,Light Heavyweight,Joe Pyfer,7
2026-08-12,Light Heavyweight,Israel Adesanya,8
2026-08-12,Light Heavyweight,Reinier de Ridder,9
2026-08-12,Light Heavyweight,Christian Leroy Duncan,10
2026-08-12,Light Heavyweight,Gregory Rodrigues,11
2026-08-12,Light Heavyweight,Jared Cannonier,12
2026-08-12,Light Heavyweight,Ikram Aliskerov,13
2026-08-12,Light Heavyweight,Bo Nickal,14
2026-08-12,Light Heavyweight,Roman Dolidze,15
2026-08-12,Heavyweight,Carlos Ulberg,0
2026-08-12,Heavyweight,Magomed Ankalaev,1
2026-08-12,Heavyweight,Jiří Procházka,2
2026-08-12,Heavyweight,Alex Pereira,3
2026-08-12,Heavyweight,Khalil Rountree Jr.,4
2026-08-12,Heavyweight,Navajo Stirling,5
2026-08-12,Heavyweight,Paulo Costa,6
2026-08-12,Heavyweight,Jamahal Hill,7
2026-08-12,Heavyweight,Azamat Murzakanov,8
2026-08-12,Heavyweight,Jan Błachowicz,9
2026-08-12,Heavyweight,Dominick Reyes,10
2026-08-12,Heavyweight,Bogdan Guskov,11
2026-08-12,Heavyweight,Robert Whittaker,12
2026-08-12,Heavyweight,Johnny Walker,13
2026-08-12,Heavyweight,Alonzo Menifield,14
2026-08-12,Heavyweight,Nikita Krylov,15
2026-08-12,Women's Strawweight,Tom Aspinall,0
2026-08-12,Women's Strawweight,Ciryl Gane,1
2026-08-12,Women's Strawweight,Alexander Volkov,2
2026-08-12,Women's Strawweight,Sergei Pavlovich,3
2026-08-12,Women's Strawweight,Josh Hokit,4
2026-08-12,Women's Strawweight,Waldo Cortes Acosta,5
2026-08-12,Women's Strawweight,Serghei Spivac,6
2026-08-12,Women's Strawweight,Curtis Blaydes,7
2026-08-12,Women's Strawweight,Rizvan Kuniev,8
2026-08-12,Women's Strawweight,Ante Delija,9
2026-08-12,Women's Strawweight,Aleksandar Rakić,10
2026-08-12,Women's Strawweight,Valter Walker,11
2026-08-12,Women's Strawweight,Tyrell Fortune,12
2026-08-12,Women's Strawweight,Derrick Lewis,13
2026-08-12,Women's Strawweight,Marcin Tybura,14
2026-08-12,Women's Strawweight,Brando Peričić,15
2026-08-12,Women's Flyweight,Valentina Shevchenko,0
2026-08-12,Women's Flyweight,Valentina Shevchenko,1
2026-08-12,Women's Flyweight,Kayla Harrison,2
2026-08-12,Women's Flyweight,Zhang Weili,3
2026-08-12,Women's Flyweight,Natalia Silva,4
2026-08-12,Women's Flyweight,Manon Fiorot,5
2026-08-12,Women's Flyweight,Mackenzie Dern,6
2026-08-12,Women's Flyweight,Alexa Grasso,7
2026-08-12,Women's Flyweight,Erin Blanchfield,8
2026-08-12,Women's Flyweight,Julianna Peña,9
2026-08-12,Women's Flyweight,Tatiana Suarez,10
2026-08-12,Women's Flyweight,Virna Jandiroba,11
2026-08-12,Women's Flyweight,Yan Xiaonan,12
2026-08-12,Women's Flyweight,Raquel Pennington,13
2026-08-12,Women's Flyweight,Rose Namajunas,14
2026-08-12,Women's Flyweight,Maycee Barber,15
2026-08-12,Women's Bantamweight,Mackenzie Dern,0
2026-08-12,Women's Bantamweight,Zhang Weili,1
2026-08-12,Women's Bantamweight,Tatiana Suarez,2
2026-08-12,Women's Bantamweight,Virna Jandiroba,3
2026-08-12,Women's Bantamweight,Yan Xiaonan,4
2026-08-12,Women's Bantamweight,Gillian Robertson,5
2026-08-12,Women's Bantamweight,Fatima Kline,6
2026-08-12,Women's Bantamweight,Loopy Godinez,7
2026-08-12,Women's Bantamweight,Alexia Thainara,8
2026-08-12,Women's Bantamweight,Jéssica Andrade,9
2026-08-12,Women's Bantamweight,Tabatha Ricci,10
2026-08-12,Women's Bantamweight,Amanda Lemos,11
2026-08-12,Women's Bantamweight,Amanda Ribas,12
2026-08-12,Women's Bantamweight,Angela Hill,13
2026-08-12,Women's Bantamweight,Denise Gomes,14
2026-08-12,Women's Bantamweight,Mizuki,15
2026-08-12,Women's Featherweight,Valentina Shevchenko,0
2026-08-12,Women's Featherweight,Natalia Silva,1
2026-08-12,Women's Featherweight,Manon Fiorot,2
2026-08-12,Women's Featherweight,Alexa Grasso,3
2026-08-12,Women's Featherweight,Erin Blanchfield,4
2026-08-12,Women's Featherweight,Rose Namajunas,5
2026-08-12,Women's Featherweight,Maycee Barber,6
2026-08-12,Women's Featherweight,Jasmine Jasudavicius,7
2026-08-12,Women's Featherweight,Wang Cong,8
2026-08-12,Women's Featherweight,Tracy Cortez,9
2026-08-12,Women's Featherweight,Miranda Maverick,10
2026-08-12,Women's Featherweight,Karine Silva,11
2026-08-12,Women's Featherweight,Casey O'Neill,12
2026-08-12,Women's Featherweight,Eduarda Moura,13
2026-08-12,Women's Featherweight,JJ Aldrich,14
2026-08-12,Women's Featherweight,Gabriella Fernandes,15
2026-08-12,Pound-for-Pound,Kayla Harrison,0
2026-08-12,Pound-for-Pound,Julianna Peña,1
2026-08-12,Pound-for-Pound,Raquel Pennington,2
2026-08-12,Pound-for-Pound,Joselyne Edwards,3
2026-08-12,Pound-for-Pound,Norma Dumont,4
2026-08-12,Pound-for-Pound,Ailin Perez,5
2026-08-12,Pound-for-Pound,Yana Santos,6
2026-08-12,Pound-for-Pound,Luana Santos,7
2026-08-12,Pound-for-Pound,Macy Chiasson,8
2026-08-12,Pound-for-Pound,Jacqueline Cavalcanti,9
2026-08-12,Pound-for-Pound,Karol Rosa,10
2026-08-12,Pound-for-Pound,Bia Mesquita,11
2026-08-12,Pound-for-Pound,Michelle Montague,12
2026-08-12,Pound-for-Pound,Nora Cornolle,13
2026-08-12,Pound-for-Pound,Miesha Tate,14
