date,weightclass,fighter,rank
2026-03-18,Women's Strawweight,Ciryl Gane,1
2026-03-18,Women's Strawweight,Alexander Volkov,2
2026-03-18,Women's Strawweight,Sergei Pavlovich,3
2026-03-18,Women's Strawweight,Curtis Blaydes,4
2026-03-18,Women's Strawweight,Waldo Cortes Acosta,4
2026-03-18,Women's Strawweight,Serghei Spivac,6
2026-03-18,Women's Strawweight,Rizvan Kuniev,7
2026-03-18,Women's Strawweight,Derrick Lewis,8
2026-03-18,Women's Strawweight,Marcin Tybura,8
2026-03-18,Women's Strawweight,Ante Delija,10
2026-03-18,Women's Strawweight,Tallison Teixeira,11
2026-03-18,Women's Strawweight,Mick Parkin,12
2026-03-18,Women's Strawweight,Shamil Gaziev,13
2026-03-18,Women's Strawweight,Valter Walker,14
2026-03-18,Women's Strawweight,Vitor Petrino,15
2026-03-18,Women's Flyweight,Valentina Shevchenko,0
2026-03-18,Women's Flyweight,Valentina Shevchenko,1
2026-03-18,Women's Flyweight,Kayla Harrison,2
2026-03-18,Women's Flyweight,Zhang Weili,3
2026-03-18,Women's Flyweight,Natalia Silva,4
2026-03-18,Women's Flyweight,Mackenzie Dern,5
2026-03-18,Women's Flyweight,Manon Fiorot,6
2026-03-18,Women's Flyweight,Erin Blanchfield,7
2026-03-18,Women's Flyweight,Julianna Peña,8
2026-03-18,Women's Flyweight,Alexa Grasso,9
2026-03-18,Women's Flyweight,Virna Jandiroba,10
2026-03-18,Women's Flyweight,Tatiana Suarez,11
2026-03-18,Women's Flyweight,Raquel Pennington,12
2026-03-18,Women's Flyweight,Yan Xiaonan,13
2026-03-18,Women's Flyweight,Rose Namajunas,14
2026-03-18,Women's Flyweight,Maycee Barber,15
2026-03-18,Women's Bantamweight,Mackenzie Dern,0
2026-03-18,Women's Bantamweight,Zhang Weili,1
2026-03-18,Women's Bantamweight,Tatiana Suarez,2
2026-03-18,Women's Bantamweight,Virna Jandiroba,3
2026-03-18,Women's Bantamweight,Yan Xiaonan,4
2026-03-18,Women's Bantamweight,Gillian Robertson,5
2026-03-18,Women's Bantamweight,Loopy Godinez,6
2026-03-18,Women's Bantamweight,Tabatha Ricci,7
2026-03-18,Women's Bantamweight,Amanda Lemos,8
2026-03-18,Women's Bantamweight,Jéssica Andrade,9
2026-03-18,Women's Bantamweight,Amanda Ribas,10
2026-03-18,Women's Bantamweight,Fatima Kline,11
2026-03-18,Women's Bantamweight,Denise Gomes,12
2026-03-18,Women's Bantamweight,Alexia Thainara,13
2026-03-18,Women's Bantamweight,Angela Hill,14
2026-03-18,Women's Bantamweight,Mizuki,15
2026-03-18,Women's Featherweight,Valentina Shevchenko,0
2026-03-18,Women's Featherweight,Natalia Silva,1
2026-03-18,Women's Featherweight,Manon Fiorot,2
2026-03-18,Women's Featherweight,Alexa Grasso,3
2026-03-18,Women's Featherweight,Erin Blanchfield,3
2026-03-18,Women's Featherweight,Maycee Barber,5
2026-03-18,Women's Featherweight,Rose Namajunas,6
2026-03-18,Women's Featherweight,Jasmine Jasudavicius,7
2026-03-18,Women's Featherweight,Tracy Cortez,8
2026-03-18,Women's Featherweight,Miranda Maverick,9
2026-03-18,Women's Featherweight,Karine Silva,10
2026-03-18,Women's Featherweight,Wang Cong,11
2026-03-18,Women's Featherweight,Casey O'Neill,12
2026-03-18,Women's Featherweight,Eduarda Moura,13
2026-03-18,Women's Featherweight,Gabriella Fernandes,14
2026-03-18,Women's Featherweight,JJ Aldrich,15
2026-03-18,Pound-for-Pound,Kayla Harrison,0
2026-03-18,Pound-for-Pound,Julianna Peña,1
2026-03-18,Pound-for-Pound,Raquel Pennington,2
2026-03-18,Pound-for-Pound,Norma Dumont,3
2026-03-18,Pound-for-Pound,Ketlen Vieira,4
2026-03-18,Pound-for-Pound,Yana Santos,5
2026-03-18,Pound-for-Pound,Irene Aldana,6
2026-03-18,Pound-for-Pound,Ailin Perez,6
2026-03-18,Pound-for-Pound,Karol Rosa,8
2026-03-18,Pound-for-Pound,Macy Chiasson,9
2026-03-18,Pound-for-Pound,Jacqueline Cavalcanti,10
2026-03-18,Pound-for-Pound,Joselyne Edwards,11
2026-03-18,Pound-for-Pound,Mayra Bueno Silva,12
2026-03-18,Pound-for-Pound,Nora Cornolle,13
2026-03-18,Pound-for-Pound,Luana Santos,14
2026-03-18,Pound-for-Pound,Miesha Tate,15
2026-03-25,Flyweight,Islam Makhachev,0
2026-03-25,Flyweight,Islam Makhachev,1
2026-03-25,Flyweight,Ilia Topuria,2
2026-03-25,Flyweight,Khamzat Chimaev,3
2026-03-25,Flyweight,Alexander Volkanovski,4
2026-03-25,Flyweight,Alex Pereira,5
2026-03-25,Flyweight,Petr Yan,6
2026-03-25,Flyweight,Tom Aspinall,7
2026-03-25,Flyweight,Merab Dvalishvili,8
2026-03-25,Flyweight,Alexandre Pantoja,9
2026-03-25,Flyweight,Joshua Van,10
2026-03-25,Flyweight,Charles Oliveira,11
2026-03-25,Flyweight,Dricus Du Plessis,12
2026-03-25,Flyweight,Jack Della Maddalena,13
2026-03-25,Flyweight,Magomed Ankalaev,14
2026-03-25,Flyweight,Arman Tsarukyan,15
2026-03-25,Bantamweight,Joshua Van,0
2026-03-25,Bantamweight,Alexandre Pantoja,1
2026-03-25,Bantamweight,Manel Kape,2
2026-03-25,Bantamweight,Tatsuro Taira,3
2026-03-25,Bantamweight,Brandon Royval,4
2026-03-25,Bantamweight,Kyoji Horiguchi,5
2026-03-25,Bantamweight,Lone’er Kavanagh,6
2026-03-25,Bantamweight,Amir Albazi,7
2026-03-25,Bantamweight,Asu Almabayev,8
2026-03-25,Bantamweight,Brandon Moreno,9
2026-03-25,Bantamweight,Alex Perez,10
2026-03-25,Bantamweight,Tim Elliott,11
2026-03-25,Bantamweight,Steve Erceg,12
2026-03-25,Bantamweight,Charles Johnson,13
2026-03-25,Bantamweight,Tagir Ulanbekov,14
2026-03-25,Bantamweight,Bruno Silva,15
2026-03-25,Featherweight,Petr Yan,0
2026-03-25,Featherweight,Merab Dvalishvili,1
2026-03-25,Featherweight,Umar Nurmagomedov,2
2026-03-25,Featherweight,Sean O'Malley,2
2026-03-25,Featherweight,Cory Sandhagen,4
2026-03-25,Featherweight,Song Yadong,5
2026-03-25,Featherweight,Aiemann Zahabi,6
2026-03-25,Featherweight,Deiveson Figueiredo,7
2026-03-25,Featherweight,Mario Bautista,8
2026-03-25,Featherweight,David Martinez,9
2026-03-25,Featherweight,Marlon Vera,10
2026-03-25,Featherweight,Payton Talbott,11
2026-03-25,Featherweight,Vinicius Oliveira,12
2026-03-25,Featherweight,Raul Rosas Jr.,13
2026-03-25,Featherweight,Montel Jackson,14
2026-03-25,Featherweight,Farid Basharat,15
2026-03-25,Lightweight,Alexander Volkanovski,0
2026-03-25,Lightweight,Movsar Evloev,1
2026-03-25,Lightweight,Diego Lopes,2
2026-03-25,Lightweight,Lerone Murphy,3
2026-03-25,Lightweight,Yair Rodriguez,4
2026-03-25,Lightweight,Aljamain Sterling,5
2026-03-25,Lightweight,Jean Silva,6
2026-03-25,Lightweight,Youssef Zalal,7
2026-03-25,Lightweight,Arnold Allen,8
2026-03-25,Lightweight,Steve Garcia,9
2026-03-25,Lightweight,Kevin Vallejos,10
2026-03-25,Lightweight,Brian Ortega,11
2026-03-25,Lightweight,Melquizael Costa,12
2026-03-25,Lightweight,Patricio Pitbull,13
2026-03-25,Lightweight,David Onama,14
2026-03-25,Lightweight,Josh Emmett,15
2026-03-25,Welterweight,Ilia Topuria,0
2026-03-25,Welterweight,Justin Gaethje,1
2026-03-25,Welterweight,Arman Tsarukyan,2
2026-03-25,Welterweight,Charles Oliveira,3
2026-03-25,Welterweight,Max Holloway,4
2026-03-25,Welterweight,Benoît Saint Denis,5
2026-03-25,Welterweight,Paddy Pimblett,6
2026-03-25,Welterweight,Dan Hooker,7
2026-03-25,Welterweight,Mateusz Gamrot,8
2026-03-25,Welterweight,Mauricio Ruffy,9
2026-03-25,Welterweight,Renato Moicano,10
2026-03-25,Welterweight,Rafael Fiziev,10
2026-03-25,Welterweight,Beneil Dariush,12
2026-03-25,Welterweight,Michael Chandler,13
2026-03-25,Welterweight,Manuel Torres,14
2026-03-25,Welterweight,Farès Ziam,15
2026-03-25,Middleweight,Islam Makhachev,0
2026-03-25,Middleweight,Jack Della Maddalena,1
2026-03-25,Middleweight,Ian Machado Garry,2
2026-03-25,Middleweight,Michael Morales,3
2026-03-25,Middleweight,Belal Muhammad,4
2026-03-25,Middleweight,Carlos Prates,5
2026-03-25,Middleweight,Sean Brady,6
2026-03-25,Middleweight,Kamaru Usman,7
2026-03-25,Middleweight,Leon Edwards,8
2026-03-25,Middleweight,Joaquin Buckley,9
2026-03-25,Middleweight,Gabriel Bonfim,10
2026-03-25,Middleweight,Gilbert Burns,11
2026-03-25,Middleweight,Michael Page,12
2026-03-25,Middleweight,Uroš Medić,13
2026-03-25,Middleweight,Colby Covington,14
2026-03-25,Middleweight,Daniel Rodriguez,15
2026-03-25,Light Heavyweight,Khamzat Chimaev,0
2026-03-25,Light Heavyweight,Dricus Du Plessis,1
2026-03-25,Light Heavyweight,Nassourdine Imavov,2
2026-03-25,Light Heavyweight,Sean Strickland,3
2026-03-25,Light Heavyweight,Israel Adesanya,4
2026-03-25,Light Heavyweight,Caio Borralho,5
2026-03-25,Light Heavyweight,Brendan Allen,6
2026-03-25,Light Heavyweight,Anthony Hernandez,7
2026-03-25,Light Heavyweight,Reinier de Ridder,8
2026-03-25,Light Heavyweight,Robert Whittaker,9
2026-03-25,Light Heavyweight,Jared Cannonier,10
2026-03-25,Light Heavyweight,Gregory Rodrigues,11
2026-03-25,Light Heavyweight,Christian Leroy Duncan,12
2026-03-25,Light Heavyweight,Paulo Costa,13
2026-03-25,Light Heavyweight,Joe Pyfer,14
2026-03-25,Light Heavyweight,Roman Dolidze,15
2026-03-25,Heavyweight,Alex Pereira,0
2026-03-25,Heavyweight,Magomed Ankalaev,1
2026-03-25,Heavyweight,Jiří Procházka,2
2026-03-25,Heavyweight,Carlos Ulberg,3
2026-03-25,Heavyweight,Khalil Rountree Jr.,4
2026-03-25,Heavyweight,Jan Błachowicz,5
2026-03-25,Heavyweight,Azamat Murzakanov,6
2026-03-25,Heavyweight,Jamahal Hill,7
2026-03-25,Heavyweight,Bogdan Guskov,8
2026-03-25,Heavyweight,Volkan Oezdemir,9
2026-03-25,Heavyweight,Dominick Reyes,10
2026-03-25,Heavyweight,Aleksandar Rakić,11
2026-03-25,Heavyweight,Johnny Walker,12
2026-03-25,Heavyweight,Nikita Krylov,13
2026-03-25,Heavyweight,Dustin Jacoby,14
2026-03-25,Heavyweight,Zhang Mingyang,15
2026-03-25,Women's Strawweight,Tom Aspinall,0
2026-03-25,Women's Strawweight,Ciryl Gane,1
2026-03-25,Women's Strawweight,Alexander Volkov,2
2026-03-25,Women's Strawweight,Sergei Pavlovich,3
2026-03-25,Women's Strawweight,Curtis Blaydes,4
2026-03-25,Women's Strawweight,Waldo Cortes Acosta,4
2026-03-25,Women's Strawweight,Serghei Spivac,6
2026-03-25,Women's Strawweight,Rizvan Kuniev,7
2026-03-25,Women's Strawweight,Marcin Tybura,8
2026-03-25,Women's Strawweight,Derrick Lewis,8
2026-03-25,Women's Strawweight,Ante Delija,10
2026-03-25,Women's Strawweight,Tallison Teixeira,11
2026-03-25,Women's Strawweight,Mick Parkin,12
2026-03-25,Women's Strawweight,Shamil Gaziev,13
2026-03-25,Women's Strawweight,Valter Walker,14
2026-03-25,Women's Strawweight,Vitor Petrino,15
2026-03-25,Women's Flyweight,Valentina Shevchenko,0
2026-03-25,Women's Flyweight,Valentina Shevchenko,1
2026-03-25,Women's Flyweight,Kayla Harrison,2
2026-03-25,Women's Flyweight,Zhang Weili,3
2026-03-25,Women's Flyweight,Natalia Silva,4
2026-03-25,Women's Flyweight,Manon Fiorot,5
2026-03-25,Women's Flyweight,Mackenzie Dern,6
2026-03-25,Women's Flyweight,Erin Blanchfield,7
2026-03-25,Women's Flyweight,Julianna Peña,8
2026-03-25,Women's Flyweight,Alexa Grasso,9
2026-03-25,Women's Flyweight,Tatiana Suarez,10
2026-03-25,Women's Flyweight,Virna Jandiroba,11
2026-03-25,Women's Flyweight,Raquel Pennington,12
2026-03-25,Women's Flyweight,Yan Xiaonan,13
2026-03-25,Women's Flyweight,Rose Namajunas,14
2026-03-25,Women's Flyweight,Maycee Barber,15
2026-03-25,Women's Bantamweight,Mackenzie Dern,0
2026-03-25,Women's Bantamweight,Zhang Weili,1
2026-03-25,Women's Bantamweight,Tatiana Suarez,2
2026-03-25,Women's Bantamweight,Virna Jandiroba,3
2026-03-25,Women's Bantamweight,Yan Xiaonan,4
2026-03-25,Women's Bantamweight,Gillian Robertson,5
2026-03-25,Women's Bantamweight,Loopy Godinez,6
2026-03-25,Women's Bantamweight,Tabatha Ricci,7
2026-03-25,Women's Bantamweight,Amanda Lemos,8
2026-03-25,Women's Bantamweight,Jéssica Andrade,9
2026-03-25,Women's Bantamweight,Amanda Ribas,10
2026-03-25,Women's Bantamweight,Fatima Kline,11
2026-03-25,Women's Bantamweight,Denise Gomes,12
2026-03-25,Women's Bantamweight,Alexia Thainara,13
2026-03-25,Women's Bantamweight,Angela Hill,14
2026-03-25,Women's Bantamweight,Mizuki,15
2026-03-25,Women's Featherweight,Valentina Shevchenko,0
2026-03-25,Women's Featherweight,Natalia Silva,1
2026-03-25,Women's Featherweight,Manon Fiorot,2
2026-03-25,Women's Featherweight,Erin Blanchfield,3
2026-03-25,Women's Featherweight,Alexa Grasso,3
2026-03-25,Women's Featherweight,Maycee Barber,5
2026-03-25,Women's Featherweight,Rose Namajunas,6
2026-03-25,Women's Featherweight,Jasmine Jasudavicius,7
2026-03-25,Women's Featherweight,Tracy Cortez,8
2026-03-25,Women's Featherweight,Miranda Maverick,9
2026-03-25,Women's Featherweight,Karine Silva,10
2026-03-25,Women's Featherweight,Wang Cong,11
2026-03-25,Women's Featherweight,Casey O'Neill,12
2026-03-25,Women's Featherweight,Eduarda Moura,13
2026-03-25,Women's Featherweight,Gabriella Fernandes,14
2026-03-25,Women's Featherweight,JJ Aldrich,15
2026-03-25,Pound-for-Pound,Kayla Harrison,0
2026-03-25,Pound-for-Pound,Julianna Peña,1
2026-03-25,Pound-for-Pound,Raquel Pennington,2
2026-03-25,Pound-for-Pound,Norma Dumont,3
2026-03-25,Pound-for-Pound,Ketlen Vieira,4
2026-03-25,Pound-for-Pound,Yana Santos,5
2026-03-25,Pound-for-Pound,Irene Aldana,6
2026-03-25,Pound-for-Pound,Ailin Perez,6
2026-03-25,Pound-for-Pound,Karol Rosa,8
2026-03-25,Pound-for-Pound,Macy Chiasson,9
2026-03-25,Pound-for-Pound,Jacqueline Cavalcanti,10
2026-03-25,Pound-for-Pound,Joselyne Edwards,11
2026-03-25,Pound-for-Pound,Mayra Bueno Silva,12
2026-03-25,Pound-for-Pound,Nora Cornolle,13
2026-03-25,Pound-for-Pound,Luana Santos,14
2026-03-25,Pound-for-Pound,Miesha Tate,15
2026-04-01,Flyweight,Islam Makhachev,0
2026-04-01,Flyweight,Islam Makhachev,1
2026-04-01,Flyweight,Ilia Topuria,2
2026-04-01,Flyweight,Khamzat Chimaev,3
2026-04-01,Flyweight,Alexander Volkanovski,4
2026-04-01,Flyweight,Alex Pereira,5
2026-04-01,Flyweight,Petr Yan,6
2026-04-01,Flyweight,Tom Aspinall,7
2026-04-01,Flyweight,Merab Dvalishvili,8
2026-04-01,Flyweight,Alexandre Pantoja,9
2026-04-01,Flyweight,Joshua Van,10
2026-04-01,Flyweight,Charles Oliveira,11
2026-04-01,Flyweight,Dricus Du Plessis,12
2026-04-01,Flyweight,Jack Della Maddalena,13
2026-04-01,Flyweight,Magomed Ankalaev,14
2026-04-01,Flyweight,Arman Tsarukyan,15
2026-04-01,Bantamweight,Joshua Van,0
2026-04-01,Bantamweight,Alexandre Pantoja,1
2026-04-01,Bantamweight,Manel Kape,2
2026-04-01,Bantamweight,Tatsuro Taira,3
2026-04-01,Bantamweight,Brandon Royval,4
2026-04-01,Bantamweight,Kyoji Horiguchi,5
2026-04-01,Bantamweight,Lone’er Kavanagh,6
2026-04-01,Bantamweight,Amir Albazi,7
2026-04-01,Bantamweight,Asu Almabayev,8
2026-04-01,Bantamweight,Brandon Moreno,9
2026-04-01,Bantamweight,Alex Perez,10
2026-04-01,Bantamweight,Tim Elliott,11
2026-04-01,Bantamweight,Steve Erceg,12
2026-04-01,Bantamweight,Charles Johnson,13
2026-04-01,Bantamweight,Tagir Ulanbekov,14
2026-04-01,Bantamweight,Bruno Silva,15
2026-04-01,Featherweight,Petr Yan,0
2026-04-01,Featherweight,Merab Dvalishvili,1
2026-04-01,Featherweight,Umar Nurmagomedov,2
2026-04-01,Featherweight,Sean O'Malley,2
2026-04-01,Featherweight,Cory Sandhagen,4
2026-04-01,Featherweight,Song Yadong,5
2026-04-01,Featherweight,Aiemann Zahabi,6
2026-04-01,Featherweight,Deiveson Figueiredo,7
2026-04-01,Featherweight,Mario Bautista,8
2026-04-01,Featherweight,David Martinez,9
2026-04-01,Featherweight,Marlon Vera,10
2026-04-01,Featherweight,Payton Talbott,11
2026-04-01,Featherweight,Vinicius Oliveira,12
2026-04-01,Featherweight,Raul Rosas Jr.,13
2026-04-01,Featherweight,Montel Jackson,14
2026-04-01,Featherweight,Farid Basharat,15
2026-04-01,Lightweight,Alexander Volkanovski,0
2026-04-01,Lightweight,Movsar Evloev,1
2026-04-01,Lightweight,Diego Lopes,2
2026-04-01,Lightweight,Lerone Murphy,3
2026-04-01,Lightweight,Yair Rodriguez,4
2026-04-01,Lightweight,Aljamain Sterling,5
2026-04-01,Lightweight,Jean Silva,6
2026-04-01,Lightweight,Youssef Zalal,7
2026-04-01,Lightweight,Arnold Allen,8
2026-04-01,Lightweight,Steve Garcia,9
2026-04-01,Lightweight,Kevin Vallejos,10
2026-04-01,Lightweight,Brian Ortega,11
2026-04-01,Lightweight,Melquizael Costa,12
2026-04-01,Lightweight,Patricio Pitbull,13
2026-04-01,Lightweight,David Onama,14
2026-04-01,Lightweight,Josh Emmett,15
2026-04-01,Welterweight,Ilia Topuria,0
2026-04-01,Welterweight,Justin Gaethje,1
2026-04-01,Welterweight,Arman Tsarukyan,2
2026-04-01,Welterweight,Charles Oliveira,3
2026-04-01,Welterweight,Max Holloway,4
2026-04-01,Welterweight,Benoît Saint Denis,5
2026-04-01,Welterweight,Paddy Pimblett,6
2026-04-01,Welterweight,Dan Hooker,7
2026-04-01,Welterweight,Mateusz Gamrot,8
2026-04-01,Welterweight,Mauricio Ruffy,9
2026-04-01,Welterweight,Renato Moicano,10
2026-04-01,Welterweight,Rafael Fiziev,10
2026-04-01,Welterweight,Beneil Dariush,12
2026-04-01,Welterweight,Michael Chandler,13
2026-04-01,Welterweight,Manuel Torres,14
2026-04-01,Welterweight,Farès Ziam,15
2026-04-01,Middleweight,Islam Makhachev,0
2026-04-01,Middleweight,Jack Della Maddalena,1
2026-04-01,Middleweight,Ian Machado Garry,2
2026-04-01,Middleweight,Michael Morales,3
2026-04-01,Middleweight,Belal Muhammad,4
2026-04-01,Middleweight,Carlos Prates,5
2026-04-01,Middleweight,Sean Brady,6
2026-04-01,Middleweight,Kamaru Usman,7
2026-04-01,Middleweight,Leon Edwards,8
2026-04-01,Middleweight,Joaquin Buckley,9
2026-04-01,Middleweight,Gabriel Bonfim,10
2026-04-01,Middleweight,Gilbert Burns,11
2026-04-01,Middleweight,Michael Venom Page,12
2026-04-01,Middleweight,Uroš Medić,13
2026-04-01,Middleweight,Daniel Rodriguez,14
2026-04-01,Middleweight,Colby Covington,15
2026-04-01,Light Heavyweight,Khamzat Chimaev,0
2026-04-01,Light Heavyweight,Dricus Du Plessis,1
2026-04-01,Light Heavyweight,Nassourdine Imavov,2
2026-04-01,Light Heavyweight,Sean Strickland,3
2026-04-01,Light Heavyweight,Brendan Allen,4
2026-04-01,Light Heavyweight,Caio Borralho,5
2026-04-01,Light Heavyweight,Anthony Hernandez,6
2026-04-01,Light Heavyweight,Joe Pyfer,6
2026-04-01,Light Heavyweight,Reinier de Ridder,8
2026-04-01,Light Heavyweight,Israel Adesanya,9
2026-04-01,Light Heavyweight,Robert Whittaker,10
2026-04-01,Light Heavyweight,Jared Cannonier,11
2026-04-01,Light Heavyweight,Gregory Rodrigues,12
2026-04-01,Light Heavyweight,Christian Leroy Duncan,13
2026-04-01,Light Heavyweight,Paulo Costa,14
2026-04-01,Light Heavyweight,Roman Dolidze,15
2026-04-01,Heavyweight,Alex Pereira,0
2026-04-01,Heavyweight,Magomed Ankalaev,1
2026-04-01,Heavyweight,Jiří Procházka,2
2026-04-01,Heavyweight,Carlos Ulberg,3
2026-04-01,Heavyweight,Khalil Rountree Jr.,4
2026-04-01,Heavyweight,Jan Błachowicz,5
2026-04-01,Heavyweight,Azamat Murzakanov,6
2026-04-01,Heavyweight,Jamahal Hill,7
2026-04-01,Heavyweight,Bogdan Guskov,8
2026-04-01,Heavyweight,Volkan Oezdemir,9
2026-04-01,Heavyweight,Dominick Reyes,10
2026-04-01,Heavyweight,Aleksandar Rakić,11
2026-04-01,Heavyweight,Johnny Walker,12
2026-04-01,Heavyweight,Nikita Krylov,13
2026-04-01,Heavyweight,Dustin Jacoby,14
2026-04-01,Heavyweight,Zhang Mingyang,15
2026-04-01,Women's Strawweight,Tom Aspinall,0
2026-04-01,Women's Strawweight,Ciryl Gane,1
2026-04-01,Women's Strawweight,Alexander Volkov,2
2026-04-01,Women's Strawweight,Sergei Pavlovich,3
2026-04-01,Women's Strawweight,Waldo Cortes Acosta,4
2026-04-01,Women's Strawweight,Curtis Blaydes,5
2026-04-01,Women's Strawweight,Serghei Spivac,6
2026-04-01,Women's Strawweight,Rizvan Kuniev,7
2026-04-01,Women's Strawweight,Derrick Lewis,8
2026-04-01,Women's Strawweight,Ante Delija,9
2026-04-01,Women's Strawweight,Tyrell Fortune,10
2026-04-01,Women's Strawweight,Marcin Tybura,11
2026-04-01,Women's Strawweight,Tallison Teixeira,12
2026-04-01,Women's Strawweight,Shamil Gaziev,13
2026-04-01,Women's Strawweight,Mick Parkin,14
2026-04-01,Women's Strawweight,Valter Walker,15
2026-04-01,Women's Flyweight,Valentina Shevchenko,0
2026-04-01,Women's Flyweight,Valentina Shevchenko,1
2026-04-01,Women's Flyweight,Kayla Harrison,2
2026-04-01,Women's Flyweight,Zhang Weili,3
2026-04-01,Women's Flyweight,Natalia Silva,4
2026-04-01,Women's Flyweight,Manon Fiorot,5
2026-04-01,Women's Flyweight,Mackenzie Dern,6
2026-04-01,Women's Flyweight,Alexa Grasso,7
2026-04-01,Women's Flyweight,Erin Blanchfield,8
2026-04-01,Women's Flyweight,Julianna Peña,9
2026-04-01,Women's Flyweight,Tatiana Suarez,10
2026-04-01,Women's Flyweight,Virna Jandiroba,11
2026-04-01,Women's Flyweight,Raquel Pennington,12
2026-04-01,Women's Flyweight,Yan Xiaonan,13
2026-04-01,Women's Flyweight,Rose Namajunas,14
2026-04-01,Women's Flyweight,Norma Dumont,15
2026-04-01,Women's Bantamweight,Mackenzie Dern,0
2026-04-01,Women's Bantamweight,Zhang Weili,1
2026-04-01,Women's Bantamweight,Tatiana Suarez,2
2026-04-01,Women's Bantamweight,Virna Jandiroba,3
2026-04-01,Women's Bantamweight,Yan Xiaonan,4
2026-04-01,Women's Bantamweight,Gillian Robertson,5
2026-04-01,Women's Bantamweight,Loopy Godinez,6
2026-04-01,Women's Bantamweight,Tabatha Ricci,7
2026-04-01,Women's Bantamweight,Amanda Lemos,8
2026-04-01,Women's Bantamweight,Jéssica Andrade,9
2026-04-01,Women's Bantamweight,Amanda Ribas,10
2026-04-01,Women's Bantamweight,Fatima Kline,11
2026-04-01,Women's Bantamweight,Denise Gomes,12
2026-04-01,Women's Bantamweight,Alexia Thainara,13
2026-04-01,Women's Bantamweight,Angela Hill,14
2026-04-01,Women's Bantamweight,Mizuki,15
2026-04-01,Women's Featherweight,Valentina Shevchenko,0
2026-04-01,Women's Featherweight,Natalia Silva,1
2026-04-01,Women's Featherweight,Manon Fiorot,2
2026-04-01,Women's Featherweight,Alexa Grasso,3
2026-04-01,Women's Featherweight,Erin Blanchfield,4
2026-04-01,Women's Featherweight,Maycee Barber,5
2026-04-01,Women's Featherweight,Rose Namajunas,6
2026-04-01,Women's Featherweight,Jasmine Jasudavicius,7
2026-04-01,Women's Featherweight,Tracy Cortez,8
2026-04-01,Women's Featherweight,Karine Silva,9
2026-04-01,Women's Featherweight,Miranda Maverick,9
2026-04-01,Women's Featherweight,Casey O'Neill,11
2026-04-01,Women's Featherweight,Wang Cong,12
2026-04-01,Women's Featherweight,Eduarda Moura,13
2026-04-01,Women's Featherweight,JJ Aldrich,14
2026-04-01,Women's Featherweight,Gabriella Fernandes,15
2026-04-01,Pound-for-Pound,Kayla Harrison,0
2026-04-01,Pound-for-Pound,Julianna Peña,1
